Nr.,Njësitë,AKP ID,Çmimi më i Lartë,Ofertuesi_1,Çmimi_1,Ofertuesi_2,Çmimi_2,Ofertuesi_3,Çmimi_3,source_file,page_number,Zyret Regjionale
57,Njësia nr.57-Toka në Gërgoc,PEJ003,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
58,Njësia nr.58-Parcela nr. 239 në Gërgoc,PEJ003,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
59,Njësia nr.59-Toka Bujqësore Damjan 4,PEJ021,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
60,Njësia nr.60-Toka në Kosuriq,PEJ055,5479.0,L72,5479.0,L42,5100.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
61,Njësia nr.61-KB Dubrava-Toka bujqësore në Gurrakoc,PEJ036,16660.0,L77,16660.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
62,Njësia nr.62-NSH Deva Ngastra nr. 705 ZK Devë,PEJ092,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
63,Njësia nr.63-Parcela nr.378 ZK Gërgoc,PEJ003,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
64,Njësia nr.64-Parcela nr. 591 ZK Gërgoc,PEJ003,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
65,Njësia nr.65-Parcela nr. 158-48 në Zllakuqan,PEJ172,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
66,Njësia nr.66-NPB Malishgani - Parcela nr. 83-1 në Drashaniq,PEJ172,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
67,Njësia nr.67-NSH Dubrava - Toka bujqësore Gurrakoc 2,PEJ036,11110.0,L78,11110.0,L41,7566.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
68,Njësia nr.68-Ratar Tokë Bujqësore Llapllaselle XI,PRN115,42211.0,L09,42211.0,L47,21120.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
69,Njësia nr.69-Ratar Tokë Bujqësore Llapllasellë XII,PRN115,56960.0,L16,56960.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
70,Njësia nr.70-Ratar Tokë Bujqësore Llapllasellë XIII,PRN115,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
71,Njësia nr.71-Ratar Tokë Bujqësore Llapllasellë XIV,PRN115,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
72,Njësia nr.72-Ratar Tokë Bujqësore Llapllasellë XV,PRN115,101000.0,L29,101000.0,L48,26600.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
73,Njësia nr.73-KB Shtime Tokë Bujqësore Muzeqinë II,PRN020,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
74,Njësia nr.74-KB Shtime Tokë Bujqësore Vojnovc I,PRN020,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
75,Njësia nr.75-KB Shtime Tokë Bujqësore Vojnovc II,PRN020,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
76,Njësia nr.76-Ratar Tokë Bujqësore Prishtinë VI,PRN115,1050000.0,L27,1050000.0,L97,1000001.0,L59,901000.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
77,Njësia nr.77-KB Kosova Tokë Bujqësore Suhadoll VI,PRN082,1337000.0,L15,1337000.0,L34,1251251.0,L60,756000.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
78,Njësia nr.78-KB Kosova Tokë Bujqësore Suhodoll XV,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
79,Njësia nr.79-KB Kosova Tokë Bujqësore Livagjë IX,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
80,Njësia nr.80-KB Kosova Tokë Bujqësore Livagjë X,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
81,Njësia nr.81-KB Kosova Tokë Bujqësore Livagjë XII,PRN082,333000.0,L45,333000.0,L24,300000.0,L107,261000.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
82,Njësia nr.82-Ratar Tokë Bujqësore Llapllasellë VII,PRN115,65000.0,L37,65000.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
83,Njësia nr.83-Ratar Tokë Bujqësore Llapllasellë VIII,PRN115,213001.0,L73,213001.0,L33,141000.0,L99,86200.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
84,Njësia nr.84-Ratar Tokë Bujqësore Hajvali II,PRN115,62000.0,L75,62000.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
85,Njësia nr.85-Ratar Tokë Bujqësore Hajvali III,PRN115,40500.0,L76,40500.0,L84,27345.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
86,Njësia nr.86-KB Kosova Tokë Bujqësore Livagjë III,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
87,Njësia nr.87-KB Kosova Tokë Bujqësore Suhadoll I,PRN082,102000.0,L61,102000.0,L50,40000.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
88,Njësia nr.88-KB Kosova Tokë Bujqësore Rufc i Ri II,PRN082,131500.0,L31,131500.0,L95,50150.0,L94,44950.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
89,Njësia nr.89-Ratar Tokë Bujqësore Graçanicë IV,PRN115,22001.0,L07,22001.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
90,Njësia nr.90-Ratar Tokë Bujqësore Graçanicë II,PRN115,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
91,Njësia nr.91-KB Flora Tokë Bujqësore Dobërdol,PRN017,4200.0,L114,4200.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
92,,PRN115,58100.0,L100,58100.0,L20,46199.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,2,
93,Njësia nr.93-KB Kosova Tokë Bujqësore Livagjë IV,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
94,Njësia nr.94-Ratar Tokë Bujqësore Livagjë,PRN115,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
95,Njësia nr.95-KB Flora Tokë Bujqësore Repë I,PRN017,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
96,Njësia nr.96-KB Flora Tokë Bujqësore Repë II,PRN017,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
97,Njësia nr.97-Lavërtari Blegtori Tokë Bujqësore Batushë II,PRN004,10150.0,L21,10150.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
98,Njësia nr.98-KB Kosova Tokë Bujqësore Ribar i Vogë I,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
99,Njësia nr.99-KB Kosova Tokë Bujqësore Breg i Zi,PRN082,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
100,Njësia nr.100-Ratar Tokë Bujqësore Uglar III,PRN115,101146.0,L74,101146.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
101,Njësia nr.101-NSH Lavërtari-Blegtori -Tokë bujqësore në Trepetincë 12,PRZ009,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
102,Njësia nr.102-NSH Lavërtari-Blegtori-Tokë bujqësore në Landovicë 3,PRZ009,210210.0,L18,210210.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
103,Njësia nr.103-NSH NBI Rahoveci-Prona në Pastasellë,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
104,Njësia nr.104-NSH NBI Rahoveci-Prona në Xërxë,PRZ011,27040.0,L28,27040.0,L57,13999.0,L62,5200.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
105,Njësia nr.105-NSH NBI Rahoveci-Prona në Xërxë 7,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
106,Njësia nr.106-NSH Zadruga Shtërpce-Prona në Sushicë,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
107,Njësia nr.107-NSH Zadruga Shtërpce-Prona në Sushicë 1,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
108,Njësia nr.108-NSH Zadruga Shtërpce-Prona në Sushicë 2,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
109,Njësia nr.109-NSH Vreshtaria-Toka Bujqësore në Medvec,PRZ010,131555.0,L71,131555.0,L69,86100.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
110,Njësia nr.110-NSH NB Mirusha-Prona në Vërmicë 1,PRZ008,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
111,Njësia nr.111-NSH NB Mirusha -Prona në Vërmicë 2,PRZ008,12110.0,L104,12110.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
112,Njësia nr.112-NSH Zadruga Shtërpce-Prona në Vërbeshticë 11,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
113,Njësia nr.113-NSH Lavërtari-Blegtori-Tokë bujqësore në Trepetincë 10,PRZ009,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
114,Njësia nr.114-NSH Lavërtaria-Blegtoria-Tokë bujqësore në Atmaxhë 2,PRZ009,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
115,Njësia nr.115-NBI Rahoveci-Prona në Radost 4,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
116,Njësia nr.116-NSH Zadruga-Prona në Brod 1,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
117,Njësia nr.117-NSH Zadruga-Prona në Brod 2,GJI033,3101.0,L19,3101.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
118,Njësia nr.118-NSH NBI Rahoveci–Prona në Hoqë të Madhe 5,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
119,Njësia nr.119-NBI Rahoveci-Prona në Ratkoc 1,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
120,Njësia nr.120-NBI Rahoveci-Prona në Ratkoc 2,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
121,Njësia nr.121-NBI Rahoveci-Prona në Ratkoc 4,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
122,Njësia nr.123-NSH Zadruga Shtërpce-Tokë bujqësore në Biti të Epërme 7,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
123,Njësia nr.124-NSH Zadruga Shtërpce-Tokë bujqësore në Biti të Epërme 8,GJI033,7500.0,L105,7500.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
124,Njësia nr.125-NSH Lavërtari-Blegtori-Tokë bujqësore në Lutogllavë,PRZ009,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
125,Njësia nr.126-NSH Lavërtari-Blegtori-Tokë bujqësore në Caparc 1,PRZ009,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
126,Njësia nr.127-NBI Rahoveci-Prona në Opterushë 1,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
127,Njësia nr.128-NBI Rahoveci-Prona në Opterushë 3,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
128,Njësia nr.129-NBI Rahoveci-Prona në Hoqë të Vogël 6,PRZ011,7360.0,L92,7360.0,L01,6670.0,L70,5600.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
129,Njësia nr.130-NSH Zadruga Shtërpce-Prona në Vrbeshtica 7,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
130,Njësia nr.131-NSH Zadruga Shtërpce-Prona në Vrbeshtica 9,GJI033,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
131,Njësia nr.132-NBI Rahoveci -Prona në Retijë 2,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
132,Njësia nr.133-NBI Rahoveci-Prona në Retijë 3,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
133,Njësia nr.134-Shitorja në fshatin Kërstec,PRZ037,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
134,Njësia nr.135-NBI Rahoveci -Prona në Brestoc 4,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
135,Njësia nr.136-NBI Rahoveci-Prona në Brestoc 2,PRZ011,0.0,0,0.0,0,0.0,0,0.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
136,Njësia nr.137-NSH Lavërtari-Blegtori-Tokë bujqësore në Petrovë 7,PRZ009,180100.0,L90,180100.0,L109,177777.0,L05,128100.0,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
SHUMA TOTALE E PRANUAR NGA OFERTUESIT MË TË LARTË,,,5865659.0,,,,,,,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
TOTALI I OFERTAVE TE PRANUARA,,,114.0,,,,,,,256D773F-5280-4BEC-B75D-85F2E6B26455.pdf,3,
1,Njësia nr.01-Pasuria Bujqësore Toka në Bablak (Lot B),GJI011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
2,Njësia nr.02-Pasuria Bujqësore Toka në Papaz (Lot D),GJI011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
3,Njësia nr.03-Pasuria Bujqësore Toka në Sojevë (Lot C),GJI011,176620.0,L127,176620.0,L26,82500.0,L14,60099.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
4,Njësia nr.04-KB Prekoci Objektet në Prekoc,GJI032,8888.0,L143,8888.0,L43,6000.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
5,Njësia nr.05-Agromorava Toka në Kabash (Lot A),GJI035,7600.0,L89,7600.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
6,Njësia nr.06-Agromorava Toka në Sllatinë të Epërme (Lot B),GJI035,10400.0,L75,10400.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
7,Njësia nr.07-Pasuria Bujqësore Toka në Prelez i Jerlive (Lot B),GJI011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
8,Njësia nr.08-Pasuria Bujqësore Toka në Pojatë (Lot C),GJI011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
9,Njësia nr.09-Agrokultura Toka në Velekincë (Lot A),GJI004,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
10,Njësia nr.10-Agromorava Toka në Pozharan (Lot F),GJI035,78520.0,L128,78520.0,L82,8500.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
11,Njësia nr.11-Qëndresa Lokali 5 në Kamenicë,GJI101,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
12,Njësia nr.12-Morava e Binçës Toka në Gllamë,GJI037,275200.0,L45,275200.0,L78,210000.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
13,Njësia nr.13-Agromorava Toka në Viti (Lot B),GJI035,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
14,Njësia nr.14-Agrokultura Toka në Malishevë (Lot C),GJI004,52820.0,L09,52820.0,L16,51019.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
15,Njësia nr.15-Elan Toka në Dumnicë e Llugës,MIT012,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
16,Njësia nr.16-LUX Lokali Dëshira e Juaj I,MIT039,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
17,Njësia nr.17-LUX Lokali Dëshira Juaj II,MIT039,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
18,Njësia nr.18-LUX Lokali Kristal,MIT039,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
19,Njësia nr.19-LUX Lokali Napred,MIT039,31313.0,L124,31313.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
20,Njësia nr.20-LUX Lokali Shija I,MIT039,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
21,Njësia nr.21-LUX Lokali Shija II,MIT039,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
22,Njësia nr.22-NSHBQ Drenica Toka në Gllanaselë nr. 2,PRN011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
23,Njësia nr.23-NSH Elan Toka në ZK Brusnik,MIT012,11119.0,L17,11119.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
24,Njësia nr.24-NSHBQ Drenica parcela 00195-0 në Polluzhë,PRN011,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
25,Njësia nr.25-NSH Produkt Toka Bujqësore në Qirez,MIT008,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
26,Njësia nr.28-Produkti Toka në Brojë 6,MIT008,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
27,Njësia nr.29-Elan Toka në Muhaxher i Epërm-Studime e Epërme,MIT012,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
28,Njësia nr.31-NSH Produkt Parcela 871-1 në Klinë e Epërme,MIT008,1650.0,L123,1650.0,L33,1600.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
29,Njësia nr.32-NSH Produkt Tokë bujqësore në Prekaz i Epërm 1,MIT008,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
30,Njësia nr.33-NSH Produkt Tokë bujqësore në Prekaz i Epërm 2,MIT008,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
31,Njësia nr. 34 - Toka bujqësore Gurrakoc 1,PEJ036,25500.0,L136,25500.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
32,Njësia nr. 35 - NT Koreniku Dyqani nr. 3 në Istog,PEJ137,33251.0,L144,33251.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
33,Njësia nr. 36 - NT Koreniku Dyqani nr. 4 në Istog,PEJ137,46789.0,L64,46789.0,L68,36445.0,L145,32255.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
34,Njësia nr. 37 - NT Koreniku Dyqani nr. 5 në Istog,PEJ137,31211.0,L146,31211.0,L65,26789.0,L147,26700.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
35,Njësia nr. 38 - KB Bec Toka Bujqësore në Shishmon të Bokës,PEJ003,50000.0,L81,50000.0,L34,12500.0,L36,9000.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
36,"Njësia nr. 39 - Parcelat nr. 113-0, 103-2 në ZK Jashanicë",PEJ172,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
37,Njësia nr. 40 - Parcela nr. 175-4 në ZK Jashanicë,PEJ172,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
38,Njësia nr. 41 - Parcela nr. 33-5 në Klinafc,PEJ172,1005.0,L11,1005.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
39,Njësia nr. 42 - NSH Ereniku PP - Toka Rastavica D,PEJ029,61525.0,L134,61525.0,L31,42100.0,L32,31300.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
40,Njësia nr. 43 - KB Kooperimi - Toka bujqësore në Sigë 1,PEJ056,121577.0,L37,121577.0,L28,82500.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,1,
41,Njësia nr. 44 - NT Ereniku Tregtia Shitorja në Brekoc,PEJ135,48000.0,L91,48000.0,L79,37779.0,L98,25000.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
42,Njësia nr. 45 - KB Gurakoc - Toka bujqësore në Zallq 6,PEJ035,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
43,Njësia nr. 46 – KBI Bujqësia - Parcela nr. 4-5 në Çallapek,PEJ055,3677.0,L148,3677.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
44,Njësia nr. 47 – KBI Bujqësia - Parcela nr. 228 në Çallapek,PEJ055,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
45,Njësia nr. 48 – KBI Bujqësia – Toka Bujqësore në Rosulë,PEJ055,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
46,Njësia nr. 49 – KB Kooperimi - Toka në Broliq,PEJ056,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
47,Njësia nr. 50 - KB Liria - Toka bujqësore në Budisalc,PEJ038,20350.0,L15,20350.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
48,Njësia nr. 51 - KB Bec Toka në Kodrali të Becit,PEJ003,20000.0,L50,20000.0,L47,16000.0,L52,12000.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
49,Njësia nr. 52 - NT Koreniku Supermarketi nr.1 në Istog,PEJ137,41011.0,L60,41011.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
50,Njësia nr. 53 - Toka në Dashinoc 3,PEJ018,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
51,Njësia nr. 54 - Parcela nr.293 në Dashinoc,PEJ018,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
52,Njësia nr. 55 - Toka Bujqësore Damjan 1,PEJ021,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
53,Njësia nr. 56 - Toka Bujqësore Damjan 2,PEJ021,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
54,Njësia nr. 57 - Toka Bujqësore Damjan 3,PEJ021,0.0,0,0.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
55,Njësia nr. 58 - Parcela nr.821 në Zatriq,PEJ092,2500.0,L48,2500.0,L53,2100.0,L51,1500.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
56,Njësia nr. 59 - Ratar Tokë Bujqësore Hajvali II,PRN115,209009.0,L97,209009.0,L105,103000.0,L113,33339.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
57,Njësia nr. 60 - Ratar Tokë Bujqësore Hajvali III,PRN115,16666.0,L114,16666.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
58,Njësia nr. 62 - Ratar Tokë Bujqësore Matiqan V,PRN115,58280.0,L126,58280.0,L90,7600.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
59,Njësia nr. 63 - Ratar Tokë Bujqësore Preoc VI,PRN115,13009.0,L115,13009.0,0,0.0,0,0.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
60,Njësia nr. 64 - Ratar Tokë Bujqësore Çagllavice IV,PRN115,151111.0,L120,151111.0,L122,150009.0,L58,101003.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
61,Njësia nr. 65 - Ratar Tokë Bujqësore Çagllavice V,PRN115,777777.0,L132,777777.0,L130,530000.0,L02,50000.0,D8DB5BCA-9004-4551-9D99-B38B76939915.pdf,2,
