single-post href,title
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(433).pdf,Mirembajtja verore e rrugeve dhe trotuareve 01.06.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(432).pdf,LLOT II-Rekonstruimi i rrugëve dhe parkingjeve në lagjen Bregu i diellit -punë shtesë 27.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(160).pdf,Transporti i nxënësve dhe arsimtarëve llot I dhew llot II 26.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(431).pdf,LLOT II-Rekonstruimi i rrugëve dhe parkingjeve në lagjen Bregu i diellit -punë shtesë 26.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(430).pdf,"Mirëmbajtja e monomenteve ,fontanave dhe krojeve publike 20.05.2021"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(51).pdf,Ndertimi I rrugeve rurale me infrastrukture percjellese - Loto 3 (ndertim I rruges Keqekolle - Nishevc) 19.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(159).pdf,Mirembajtja e semaforeve 19.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(429).pdf,Furnizimi me material administrativ shendetesore 19.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(50).pdf,Furnizim me makinizëm për vizatimet e fëmijëve 13.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(158).pdf,Renovimi i Shkollave Gjin Gazulli dhe Ahmet Gashi 13.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(428).pdf,Furnzim me material higjenik 13.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(49).pdf,Furnizimi dhe montimi i inventarit dhe paisjeve per sherbime veterinare te Qenve endacak 12.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(157).pdf,Renovimi dhe inventarizimi I strehimores Shpresa dhe shtëpitë e fëmijëve të Kosovës 12.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(427).pdf,Ndërtimi i rrugës që lidh rrugën 1 tetori me rrugën Isa Kastrati 12.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_5.pdf,Furnizim me tepih 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_4%20(1).pdf,Renovimi dhe rregullimi i infrastrukturës në qendra te ndryshme sociale 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(8).pdf,Ndërtimi rrugës Bajram Kelmendi 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(48).pdf,Ndërtimi i kanalizimit Llukar -Makovc 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(156).pdf,Punë shtesë-Ndërtimi i impiantit të kompostimit 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(426).pdf,Hapja e shkallëve emergjente në kopshtin me bazë ne komunitet Ketrushët 10.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(155).pdf,Dezinsektimi Hapsinor i Komunës së Prishtinës 07.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(425).pdf,Rregullimi dhe Gjelbërimi i Oborrve për Shkolla 07.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(424).pdf,Furnizimi dhe montimi I xhamave ne shkollat dhe institucionet tjera komunale 06.05.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(423).pdf,Furnzim me material didaktik 30.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(154).pdf,Sigurimi fizik i objekteve të kujdeset primar shëndetësor në Prishtinë 26.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(422).pdf,Furnizimi me makina mjelese per blegetor 26.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(7).pdf,Furnizimi me barna dhe material shpenzues - Covid19 23.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(47).pdf,"Ndertimi i disa rrugeve LOT 1 Ndertimi i rruges Dragovc-Gulmivade(Marec) -Faza e II dhe Lagja Haxholli dhe L.Gerbesheve , LOT 2 Ndertimi i rruges ne lagjen Xharrovit-Keqekolle, LOT 3 Ndertimi i rruges Haxhi Bejta ne Grashtice , LOT 4 Asfaltimi i rrugeve Shkelzen Haradinaj e Besim Ndreca (Rilindja) 23.04.2021"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(153).pdf,Ndërtimi i shkolles “ Nene Tereza “ ne Vranidoll 23.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(421).pdf,Ndërtimi i rrjetës së furnizimit me ujë dhe kyqjeve shtëpiake në rrugën e Llapit” 23.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(420).pdf,Furnizimi dhe Mirëmbajtja rekonstruimi e rrjetit për ndriçimin publik 16.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(419).pdf,Mirmbajtja e Paisjeve Mjeksore 15.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(418).pdf,Sigurimi Fizik i objekteve te Komunes - procedur e negocuar pa publikim 07.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(417).pdf,Ndertimi i rrugeve ne pjeset rurale me infrastrukture percjellese 01.04.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(152).pdf,Ndertimi i rrugeve ne pjesen urbane me infrastrukture percjellese 29.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(416).pdf,Ndërtimi i QMF-së në Veternik 29.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(151).pdf,Mirmbajtja dhe rindertimi I kanalizimit fekal dhe atmosferik ne Komunën e Prishtinës 26.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(415).pdf,Furnizim me inventar per nevojat e institucioneve shendetsore 26.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(414).pdf,Hartimimi i projekteve me infrastrukture rrugore 25.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(46).pdf,Furnizimi me kultivator per fermer 24.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(150).pdf,Furnizimi me makina mjelese per blegetor 24.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(413).pdf,"Permiresimi i prodhimit primar ne perimtari permes monitorimit, inspektimit dhe keshillimit per menaxhimin e mbetjeve kimike dhe percaktimin e metaleve te renda 24.03.2021"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(412).pdf,Ndërtimi i shkollës së mesme 7 Shtatori 22.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(411).pdf,Tregu i ri i qytetit 15.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(149).pdf,Ndërtimi i rrugës kryesore dhe rrugicave në Bërnicë të poshtme 12.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(410).pdf,Pikat ushqyese për qenët endacak 12.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(45).pdf,Ndërtimi i fushave sportive 08.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(148).pdf,Dezinfektimi i objekteve per nevojat e Komunes se Prishtines 08.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(409).pdf,Ndërtimi i cerdhes Xixëllonjat 08.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(408).pdf,Rikonstruimi i rrugës Viti-Bullaj Marec 04.03.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(407).pdf,Implementimi I platformes se E-Shkollorit 26.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(406).pdf,Harta Strategjike e Zhurmës për Zonën Qendër të Qytetit 19.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(405).pdf,Ndertimi i rruges nga Flotacioni lagja Vakovc 17.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(44).pdf,"Permiresimi i prodhimit primar ne perimtari permes monitorimit, inspektimit dhe keshillimit per menaxhimin e mbetjeve kimike dhe percaktimin e metaleve te renda 16.02.2021"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(147).pdf,Implementimi i planit te mobilitetit-rekonstruim i rruges Muharrem fejza 16.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(404).pdf,Furnizim emergjent me teste serologjike per SARS-COVID-19 15.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(146).pdf,Art në hapësirat publike (jepi ngjyrë Prishtinës) 12.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(403).pdf,Furnizim me lule dhe drunjë dekorativ 12.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(402).pdf,Mirëmbajtja e ndriçimit publik 10.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(401).pdf,Transporti i nxënësve dhe arsimtarëve llot 10 dhe llot 17 05.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(400).pdf,Sigurimi fizik për objektet e Komunës së Prishtinës 02.02.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(399).pdf,Furnizim me dhurata te Vitit te Ri per Komunen e Prishtines 20.01.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(398).pdf,Sigurimi fizik i objekteve të kujdesit primar shëndëtsor në Prishtinë 12.01.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(397).pdf,Renovimi dhe rregullimi i infrastrukturës në qendra te ndryshme sociale 07.01.2021
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(43).pdf,Rikonstruimi i rrugës Isa Kastrati 30.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(145).pdf,Furnizim me inkubator për çeljen e zogjëve 30.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(396).pdf,Furnizim me laktofriza dhe mikser për përzierjen e ushqimit të kafshëve 30.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(395).pdf,Ndërtimi i strehimores për qentë endacak dhe trajtimi i tyre 30.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(42).pdf,Furnizimi me pako emergjente (ushqimore dhe higjenike )për familjet me kushte të vështersuara ekonomike si rezultat i pandemis COVID-19 29.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(144).pdf,Furnzim me rekuizita sportive 29.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(394).pdf,Kryerja e sherbimeve te ankandit publik 29.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(393).pdf,Kabllimi dhe Instlimi i interenetit ne Institucionet Arsimore ne Komunen e Prishtines per nevojat te mesimit online 25.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(392).pdf,"Ofrimi i sherbimeve per organizime dhe manifestime kulturore, rinore dhe sportive 24.12.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(391).pdf,Konservimi dhe adaptimi i ndertese se ish- Kadastrit- Projekti i detajuar 23.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(41).pdf,"Vendosja , rregullimi dhe riparimi i ashensorëve 18.12.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(143).pdf,Vazhdimi i rrugës B-Pjesa e dytë 18.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(390).pdf,Furnizim me barna dhe material shpenzues për nevojat e QKMF dhe QMU 18.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_3%20(6).pdf,Furnizimi me fidane te pemeve per pemëtar 17.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(40).pdf,Furnizimi me paisje kuzhine per Kuzhinen Qendrore 17.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(142).pdf,Furnizim emeregjent me reagensa serologjik Covid 19 17.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(389).pdf,Sherbime te vecanta kontraktuese per perfaqesim ligjor per nevojat e Komunes se Prishtines 17.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(388).pdf,Furnizimi me pajisje të teknologjisë informative (IT) për Komunën e Prishtinës 16.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(141).pdf,Furnizimi me barna dhe materiale shpenzues mjekësore për nevojat e QKMF dhe QMU-për personat me Covid-19 11.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(387).pdf,Furnizimi me material mjeksor kundër Covid-19 11.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(39).pdf,Furnizim me material dezinfektues për institucionet arsimore 08.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(140).pdf,Punë shtesë-Ndërtimi i impiantit të kompostimit 08.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(386).pdf,Furnzimi me invertar për kuzhinen e çerdhes në Besi 07.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(385).pdf,Renovimi i Shkollave Gjin Gazulli dhe Ahmet Gashi 02.12.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(384).pdf,"Ndertimi i parqeve rekreativo-sportive, renovimi I Kompleksit Qafa - pune te paparapara 01.12.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(139).pdf,Ndërtimi i Lapidarit në Prapashticë për dëshmorët e vitit 1921 30.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(383).pdf,Angazhimi i punetorve te pastrimit ne Shkolla ne kuader te masave anti covid 19 30.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(138).pdf,Pastrimi dhe mirmbajtja e objekteve ne QKMf dhe QMU 27.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(382).pdf,Furnzim me teste antigjen covid-19 27.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(381).pdf,Rekonstruimi i rruges Haxhi Zeka 26.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(380).pdf,Transporti i nxënësve dhe arsimtarëve 24.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(137).pdf,Furnizimi me kompresor 250 l - min 24.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(379).pdf,Pastrimi dhe mirmbajtja e objekteve ne QKMf dhe QMU 24.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(378).pdf,Organizimi i Manifestimit Kulturor - Armend Rexhepagiqi 20.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(377).pdf,Furnizim me makina pastrimi 18.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(376).pdf,Furnizim me artikuj higjienik per familjet ne situat te veshtire ekonomike gjate situates me COVID 19 13.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(375).pdf,Ndërtimi i Infrastrukturës rrugore në Lagjen Pejton 12.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(374).pdf,Mirmbajtja e sistemit të adresave në Komunën e Prishtinës 11.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(373).pdf,Trajtimi i qenëve endacak 11.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(372).pdf,Ndërtimi i ashensorit në objektin e vjetër të komunës 10.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(371).pdf,Punimi i shpimeve dhe elaboratit gjeomekanik 06.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(370).pdf,Blerja e pickup-ve për Kuzhinën Qendrore RITENDER 04.11.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(369).pdf,Mirembajtja e hapsirave publike te rrugeve dhe trotuareve ne viset rurale 30.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(368).pdf,Renovimet në Objektin e Komunës së re dhe në Objektin e Komunës së vjetër 28.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(367).pdf,Shenjezimi i fushave sportive dhe kendeve te lodrave me tabela njoftuese 27.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(366).pdf,Rregullimi i oborreve dhe rethojave te tereneve sportive 20.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(365).pdf,Furnizim emeregjent me tesete serologjikte per SARS-COVID -19 19.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(136).pdf,Renovime dhe përmirësime te infrastrukturës se institucioneve te KPSH-se 15.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(363).pdf,Ndertimi i rrugeve ne pjeset rurale me infrastrukture percjellese 15.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(362).pdf,Ndërrimi i rrjetës të furnizimit me ujë dhe kyqjeve shtepiake në rrugën e Llapit-Prishtinë 08.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(361).pdf,Sigurimi fizik i objekteve të kujdesit primar shëndëtsor në Prishtinë 06.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(135).pdf,Rikonstruimi dhe gëlqerosja e shkollave 06.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(360).pdf,Pastrimi I objekteve shëndetësore QKMF-së dhe QMU-së 06.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(134).pdf,Furnizimi me lende djegese pelet per shkollat fillore dhe te mesme te Komunes se Prishtines 02.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(359).pdf,Ndërtimi i parkut rekreativo-sportiv në Dardani dhe renovimi i hapësirës 02.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(133).pdf,Rikonstruimi I rrugeve “Karl Gega”Ali Pashe Tepelena” dhe Gazemend Zajmi 02.10.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(358).pdf,"Zhvendosja e Zyrave të emergjencave ,renovimi i nyjeve sanitare 02.10.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(357).pdf,Furnizimi me drunje dekorativ 28.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(132).pdf,Renovimi i biblotekes Hivzi Sylejmani ne Dardani si dhe dega e biblotekes perkujtimore ne Tauk Bahqe 25.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(356).pdf,Ndërtimi i parqeve rekreativo-sporitve në kryeqytet 25.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(355).pdf,"Ndertimi I Rrjetit të Rrugëve në lagjën Geci, Bushgega, Sekiraqa, Halili, Canollëve, Qazim, Osmonët, Borovcët, Bilalli, Brahimi, Sejda dhe Haradinajt në Prapashticë dhe Marec ----- Lot 1 22.09.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(354).pdf,Furnizimi me maska dhe dezinfektues 16.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(353).pdf,Furnizim me material shpenzues laboratorik dhe mjekësor LLOT III RITENDER 11.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(131).pdf,Rregullimi i rrugëve dhe infrastrukturës në rrugët te trafoja 09.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(352).pdf,Furnizim me pajisje të teknologjisë informative për Komunën e Prishtinës 09.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(351).pdf,Furnizim me libra për biblotekën “Hivzi Sylejmani” 08.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(350).pdf,Ndërtimi i qendrës kulturore për të rinjë-Biblotekës në lagjen Kodra e trimave 07.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(349).pdf,Mirëmbajtja e Semaforëve 03.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(348).pdf,Hapja e rrugeve te reja ne Komunen e prishtines 02.09.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(347).pdf,Furnizimi me material dhe paisje mbrojtese per shkolla kunder virusit Covid-19-Ritender 28.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_2%20(38).pdf,Hapja e puseve per ujitje ne oborret e shkollave 27.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(130).pdf,Furnzim me tepih 27.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(346).pdf,"Dezinfektimi, dezinsektimi dhe deratizimi i Institucioneve arsimore 27.08.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(345).pdf,"Mirëmbajtja , servisimi I pajisjeve te TI-se ,furnizimi dhe montimi me pjesë rezervë 27.08.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(344).pdf,Furnizim me libra te ngjyrosjes 25.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(343).pdf,"Riorganizimi i Kontejnereve,kontejner te rinje,Rregullimi i platformave, furnizimi me komposter dhe shporta 21.08.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(342).pdf,Furnizimi me libra i biblotekave shkollore 20.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(129).pdf,Pikat ushqyese per qenet endacak 19.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(341).pdf,Sigurimi i automjeteve të Komunës 19.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(340).pdf,Ndërtimi i objektit të Bashkësisë Lokale dhe ofiqarisë në Marec 14.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(339).pdf,Blerja e një veture të terrenit e kombinuar me kabinë dyshe dhe bartje të ngarkesës - automjet komandues për BPZ-Prishtinë 14.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(338).pdf,Furnizimi me reagensa serologjike per SARS COV 2 - emergjente 14.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(337).pdf,"Grumbullimi ,transportimi dhe asgjesimi i mbetjeve mjekesore KPSH 13.08.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(336).pdf,Furnizim me material didaktik 12.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(128).pdf,Furnizim me invertar 10.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(335).pdf,Furnizimi me pajisje kuzhine 10.08.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(334).pdf,Furnizim me vegla pune 31.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(333).pdf,Ndërtimi i sallës së edukatës fizike në shkollën e Busisë 30.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(332).pdf,Furnizimi dhe montimi i paisjeve per ngritjen e sigurise se lendes arkivore ne arkivin Komunal te Prishtines 29.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(331).pdf,Furnizim me paisje mbrotese per punetoret shendetesor ne luften kunder covid 19-pakoja emergjente prishtina1 24.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(127).pdf,"Furnizim me motor, sharra speciale dhe hillt per thyerje dhe demolim per BPZ 22.07.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(330).pdf,Renovimi i qerdhes Gezimi Ynë ne bashkfinancim me zyren Japoneze 22.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(329).pdf,Furnizim me pako ushqimore për familjet skamnore 22.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(126).pdf,Instalimi dhe mirëmbajtja e elektrikës për institucionet arsimore 20.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(328).pdf,Ndërtimi i Urave në pjesën perëndimore të Unazës Qendrore” - pune te paparapara 20.07.2020
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates_1%20(125).pdf,"Ndërtimi i rrugëve në lagjet Canolli , Qazimaj dhe Sekiraqa ne fshatin Prapashticë 15.07.2020"
https://prishtinaonline.com/uploads/b08_njoftim_per_dhenje_te_kontrates%20(327).pdf,"Intervenimi dhe mirembajtja ne pompa, kanalizim atmosferik, fontana, kroje publike, monumente dhe mure rezistuese 15.07.2020"
